,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
60025,236100,236400,235600,234200,232500,231700,232700,233900,234000,235000,236800,236800,235200,235500,235800,234400,234000,235600,236700,237300,239200,242000,244600,246000,246000,244900,244300,246100,248700,250700,252700,255000,256800,257800,257600,257300,258800,261500,263300,263900,263900,264100,265000,266500,267800,269100,271200,274100,276900,279200,281200,283800,287100,290400,293700,297100,299900,302300,305400,309100,311700,313900,316800,319500,321200,323300,326000,329100,332600,336400,339800,341800,343300,344700,346800,349800,353300,357100,361300,364700,367300,368800,369500,371900,376300,381700,387400,392900,396500,395900,392800,389700,387000,385300,386700,389200,391800,393900,395300,396400,399200,404300,408600,412500,417000,421500,424200,426000,427500,430100,434300,439900,444700,449200,454200,459700,465000,469900,471400,472500,475200,478300,480100,480500,479300,478600,479900,481600,481800,482100,485600,487900,484600,478500,474400,471300,467200,461100,454500,449000,445400,442200,439100,436300,433300,429100,423800,418700,416900,416600,414600,409900,407700,409400,409900,403300,395300,389600,385200,380700,376800,373600,372000,371700,368500,362700,355700,351200,350700,351000,346400,340100,336300,334800,332500,328800,324800,321700,320100,319700,317500,315400,315700,317000,315200,311800,307800,304400,303000,302700,302400,303500,304900,306000,308700,311900,313600,313800,314800,317800,320900,321400,321800,324800,331800,339600,347200,354000,358900,361000,365100,369700,372200,373700,376100,377900,378200,377600,377300,377900,381000,384600,386100,386300,386800,386200,384700,385000,387600,389500,389800,390000,390500,390800,391400,391500,390900,390100,391600,394800,396000,395700,395200,394200,393900,396000,398300,400300,402900,406500,408900,408600,407000,405600,403500,400800,399100,398400
60707,143200,143000,142000,141700,141600,141100,140800,140600,140000,139500,139600,139900,140100,140300,140900,141300,141500,142100,142900,143500,143800,144200,144800,145400,145600,145600,146000,146900,148000,148400,148500,148600,148700,149000,149300,149600,150200,150700,150900,151300,152700,154600,157000,159100,160900,162600,164200,165500,166600,168000,169500,171000,172600,174700,176800,179400,182900,186100,188500,190500,192200,193700,194500,195000,196000,197600,200100,203000,205100,207100,209500,212100,214300,216100,217200,218500,220300,221200,221400,222000,223700,226200,229500,233300,236500,240200,245900,250900,253300,254800,255700,255300,255000,255100,255700,257400,259900,262200,264900,268000,271500,275100,278200,280700,283100,286100,288500,290100,292300,295400,297600,300000,302600,305600,309400,314300,318100,320100,320800,320500,320700,321500,322000,321500,321200,320200,318800,318200,318500,318400,319100,321300,322000,320700,319500,319400,319200,318400,316400,313600,309900,305100,300900,297400,293300,287900,283000,277800,272800,268600,265800,263200,264100,267100,266800,262100,257700,253700,249300,245800,243200,241900,240500,238700,233800,228000,224300,222900,221300,220700,219600,216900,213800,210800,207600,204500,202300,201100,200500,199700,198200,196100,193500,191300,190200,190500,190900,190600,189600,188900,187100,183600,181000,180500,180800,180800,179700,177600,176800,177200,177500,177500,178800,181000,182900,185000,188700,193200,197600,200400,201200,201300,201700,202800,204100,205500,206700,207800,209400,210800,211400,210800,209800,209100,208000,205400,202600,204200,209500,214200,216500,218400,219800,220700,222300,224400,226800,228700,230900,232700,234000,234000,234500,236200,238700,240700,242600,245000,248500,250900,252100,252600,252300,251100,250000,248200,247200,247100
60644,83400,82900,81700,80200,79600,79800,80400,81300,82500,83300,83600,83800,84200,84500,85000,85200,85300,85600,86200,86800,87800,88900,89500,90100,90600,91000,91900,92700,92700,92300,92200,92300,92200,91800,91800,92400,93000,93500,94800,97300,99900,101600,102900,103900,104100,104300,104900,105700,106300,106700,106400,105900,105800,106100,106400,107100,108100,109100,110000,110600,111300,111900,111900,112400,113800,115300,117200,119800,122000,123600,124600,125200,125500,125400,125700,127000,129100,130800,131800,131500,131200,131700,132800,134100,136000,139500,143900,146400,146700,146400,145000,143700,143600,143700,143800,144600,145400,145800,146100,146100,146400,147100,147900,148400,149400,151300,153400,155600,157800,159000,160000,161700,163900,166400,169600,173000,174700,174800,175400,177100,179300,181700,184300,186700,188300,188700,189000,190200,191000,191700,192900,193800,193200,192500,191800,191800,191600,191400,192000,193600,194400,193500,192300,191900,192700,193400,192800,191500,191400,191500,189700,186600,183800,182000,180600,178700,175600,172900,169900,166700,164000,162900,162700,162100,164700,168800,169400,166400,164900,162100,158600,155100,151900,150100,149700,148700,146000,144200,144200,143500,140200,137700,137200,136500,135300,134300,132000,129500,127900,126000,124300,123300,123200,123600,124300,124800,124800,123800,122900,122900,123400,123300,122800,122900,124500,126800,127500,128100,129300,130300,131500,133200,133900,134600,136000,137200,138400,140500,141100,140000,139900,141000,141500,141700,141100,139200,137400,136900,136700,137200,138100,138400,137600,136800,136300,136200,136200,136200,137400,139300,139400,136000,138300,146400,150400,149400,151100,152700,152700,152800,152500,153200,156200,160000,161300,161600,164000,166800
60090,131500,131800,132500,132700,132500,132500,132800,133400,134300,135400,136100,136500,136300,135700,134800,133900,133200,132900,133200,133800,134500,135000,135400,135500,135600,135600,135500,135600,136000,135900,135900,136400,137200,137700,138100,138500,139200,139500,139700,140200,141300,142700,144200,145400,146200,147000,147700,148700,150000,151200,152400,154100,156000,157100,157600,158400,160000,161500,162900,164700,166800,168100,168800,169200,169800,170800,172300,173900,175300,176800,179000,181000,181700,181900,182200,183200,185200,187600,190000,191800,193200,195000,198000,200800,203100,207500,214000,218100,219200,219800,219300,217900,216500,215600,214100,213800,214800,215900,216900,218800,220400,220800,221400,222500,224400,226400,228000,229500,231300,232300,232100,232800,234600,236800,239200,241400,242800,244000,245200,246300,247600,247700,246900,246500,246900,247200,247800,248600,249200,249500,249000,247500,245800,244200,242100,239600,237800,236800,236600,237000,236900,235200,233200,230600,227800,225900,224300,222400,220800,219100,215700,212000,208300,205400,202700,200000,196200,193000,190400,187100,182700,179200,177300,175900,174100,172300,171000,169700,169300,169400,167900,165000,162600,161200,159400,155800,151700,149700,148800,146300,142200,138600,136500,134900,133000,130800,128200,126100,125400,124200,122400,122200,122900,122400,122000,123200,124200,123900,123800,125400,126800,126900,126700,126800,127600,128800,130400,132600,135200,138100,140800,142200,142700,143700,144900,146000,146700,147200,148600,150200,151000,150900,150500,150700,152000,152800,153500,155800,158900,160100,161200,163600,165700,166300,166600,167400,168400,169400,169900,170100,171000,172900,172400,169400,167700,168200,169000,169900,171400,172900,173800,173900,174200,175500,177000,176900,176300,176100
60653,123300,122000,121200,119400,117700,118100,120600,122400,123700,124300,125200,125800,127100,128900,130600,132200,133400,133300,133200,134200,135900,138200,139500,140200,141100,142700,143100,141400,138500,136100,134900,134900,134900,134200,134000,134500,135600,137400,140100,143400,146700,149000,149700,150000,151500,154200,157300,160200,163400,164800,165800,168400,172000,174000,174400,173900,173600,173700,174600,175600,176300,177200,178000,180500,185300,190200,192900,194300,194000,192800,191300,190600,190200,189300,188200,189600,193200,198800,205800,211800,214700,217100,220600,224800,228600,233500,238200,239500,238700,237600,235500,233900,233600,233300,232800,232400,233500,236300,240000,242800,242600,240400,238900,238800,240600,243500,245800,247500,247700,248300,249900,251700,251800,251500,252100,255000,258600,261700,265100,268200,269800,269400,267300,263900,262300,264500,269400,272900,275100,277400,278100,277400,276800,275700,275200,276400,277600,276700,274900,273600,271900,269700,267900,266200,266200,267600,267700,267000,266200,263300,259700,257200,254700,251200,248800,246800,243000,238300,233300,228900,227700,229700,231400,230400,230600,232900,232200,229500,229000,228400,226500,224000,222600,222900,222800,220300,219100,219600,219700,218700,215700,213900,214000,212600,208300,203900,199900,198200,197100,196200,196600,196400,195400,194000,193000,193500,194600,192800,192100,194500,196600,196300,197400,200300,202400,203100,206000,209300,209500,207900,206700,204700,201400,197700,194700,194000,194200,194400,195000,195700,196400,197500,198700,198900,197300,195200,193100,192800,194600,197800,201300,206000,210500,213500,215200,216000,214900,213000,213300,215500,217700,219800,218600,215400,214000,215600,216500,217100,218600,220400,220800,220400,220800,220600,219000,217900,218400,219100
60409,79000,79100,79100,79100,79300,79400,79500,79600,79600,79600,79500,79500,79000,78300,78200,78300,78200,78000,78200,78500,78900,79300,79500,79500,79600,79800,80100,80200,80100,80600,81800,82600,82700,82800,82900,82900,83100,83100,82700,82600,82900,83200,83400,84000,84500,85300,86200,87200,87700,88100,88600,88900,89200,89500,89700,90100,90400,90300,90400,90700,91300,92000,92500,93000,93900,95100,96300,97000,97500,98000,98500,98700,98300,97500,97200,97600,98100,98400,98700,99300,100100,100700,101500,102800,104100,105800,107900,109600,110400,110200,109200,108200,108100,108900,109500,110000,111100,112600,113700,114500,115200,115800,116100,116700,117800,118800,119600,120600,121900,122600,122900,122900,123400,125300,128500,130700,131500,131700,131900,132300,132700,133200,133600,134200,134500,134100,133800,134000,134200,134500,135000,135600,135900,135800,135200,134500,134100,133800,133300,132600,132200,131600,131000,130200,129200,127600,126100,124700,124200,123600,121800,119500,117700,116300,114600,112600,110300,108700,107000,105500,104300,102800,101300,100100,99100,98500,98300,97600,96700,95500,94700,93700,91500,88900,87300,86700,85900,84700,82700,80300,77900,76600,75800,74700,73200,72600,72300,71600,70700,70600,70800,71000,70600,70200,69100,67900,67000,66700,66600,66700,66200,64800,63000,61600,61300,61400,62100,63500,65000,65800,66000,65900,66000,66300,66400,66700,67800,68800,68400,67500,67100,66300,65600,65400,65300,65200,65900,67500,69000,69800,70200,70600,71500,73100,74200,74000,73800,73700,74800,76400,77300,76800,78600,81300,82700,82600,82700,83100,84200,84900,84600,83800,83000,82600,82300,81700,81800,82200
60302,159000,160500,160500,159300,158300,157300,156900,157300,157400,157700,159100,159600,159200,159500,160600,162000,163100,164100,164600,165300,167000,168400,169200,169600,169100,168300,168100,168800,169500,170500,171800,173500,174500,175300,176700,179000,180000,180200,180400,181800,184600,188600,192200,195300,197100,198100,199700,202100,204700,208300,212000,214500,216600,219100,221500,223400,224700,226200,228700,232100,237400,243600,249000,252100,253700,254900,256300,257700,261100,265400,267800,268300,269300,270000,271000,274300,278400,280900,283000,284500,286000,288300,292400,298400,304300,309500,313700,313800,311000,308900,308800,308600,308800,310800,313100,314500,317000,319700,322700,328100,333600,337500,341700,348400,354700,358500,360500,360900,358700,355600,352800,352600,356600,362000,366100,369000,370800,371000,370600,371500,371600,370700,370300,371300,373200,374800,374800,374400,374700,375400,376200,376300,375900,377000,379900,382500,383800,384400,383900,381800,382200,386500,389800,390300,388900,385900,381100,376200,370600,365100,359600,354300,352700,352100,348500,343000,340300,337800,336200,335400,334400,333400,334000,335700,330300,320400,314100,311700,309900,311000,310200,305100,300500,298100,296200,292200,288400,286800,288200,289400,287100,281800,277600,274900,273200,271800,271000,270500,269800,269800,268700,266600,266300,268400,270500,272800,273300,272100,272500,275000,277300,278600,280400,283400,287700,293000,299600,306500,311200,314500,316600,318600,320600,322300,321100,320000,319300,320300,322300,323800,324000,324200,323300,324100,326700,327700,328300,332500,336000,335300,333700,333700,335500,337200,338100,338600,340400,341000,341200,341900,343900,345600,344900,343300,343400,344400,344400,344600,345800,348800,352200,353200,353900,353900,352600,350300,351500,353700
60068,220400,225000,229200,231300,232600,234600,237300,239800,241500,243500,245700,246500,245400,243300,241000,239500,239200,239900,240600,240700,241000,242400,244000,244600,245900,247500,247300,246900,247100,247300,248200,250400,252500,254100,255200,256800,259100,261400,263800,266700,270400,273700,276700,279300,280700,281500,283800,287300,289600,290900,292800,296000,299900,304100,307600,309500,311100,312600,313700,314400,316300,319100,321300,322600,323700,325500,328200,332100,336100,340100,342800,344000,344100,343600,342400,341800,342800,345300,348800,352600,356200,358700,361900,366700,371200,377000,385900,393700,397000,395100,390700,388400,389500,392600,396300,399500,400900,400100,398800,399200,400500,402500,406000,409100,411200,413100,416300,421700,428900,436400,442400,446000,448800,452100,455600,458800,461400,463400,464300,464000,465600,470500,477600,482300,483100,480200,475600,471800,471700,473600,472900,468800,463800,458300,451500,446800,444600,443500,442100,439700,435900,431700,428000,422600,414200,404700,396700,391900,390400,391600,393500,393400,393400,395600,397000,393800,388900,383500,378300,373400,370300,368600,366600,365100,357500,345500,336700,335200,336000,336800,335100,331800,329200,327500,325700,322900,321500,321200,320800,319600,317200,315000,314800,314800,313000,310600,307300,303700,301600,301400,300700,301100,303200,305800,308600,310400,309500,306800,305000,305200,306800,308200,310400,313900,320000,325800,330300,335200,340900,345100,349300,354700,359200,362300,363700,362700,360600,359300,359600,361500,363400,362800,361000,359800,360100,360700,360900,361900,365100,369600,373700,376000,376200,376000,377300,380300,382100,381900,383200,386800,388800,387600,383300,379200,378900,382500,385900,387700,389900,392900,394300,393300,391100,389000,387500,386200,385100,384800
60074,147000,145300,143600,142500,141800,140800,139500,139000,138700,138500,138800,139300,139300,138900,138500,138000,137600,137900,139100,140400,141500,142300,142800,142700,142100,141600,141900,142500,143100,143700,144500,145200,145600,146300,147100,147600,148200,148900,149300,149200,149500,150500,151900,152700,153300,154200,155500,156700,158100,159800,160900,161800,162700,163600,164700,166800,168500,169100,169700,170800,172500,174500,176100,177600,179200,180500,181100,181900,183500,184800,185500,186900,188700,189300,189300,189800,191000,192700,194900,197000,198900,200500,202400,205000,207100,209800,215700,222500,226000,226800,226600,225700,224800,224300,224200,224100,224800,225800,225700,224800,225100,226500,227300,228200,229700,231500,233700,236200,238000,239700,241200,243000,244600,246000,246700,246800,248200,251600,255000,256600,257500,257700,257400,257100,256700,256700,258500,260800,261200,260800,259500,257900,256400,255800,254000,253100,253400,254000,254300,254200,252800,251400,250800,249700,247500,244300,240700,238500,238200,237900,235500,231600,225800,220200,216000,211500,205400,200500,198000,196100,194200,193300,193900,194800,195700,194600,191700,189500,189600,189200,187000,183000,179300,175700,172200,169500,169100,169600,169400,167800,165700,164600,163900,162900,160500,157500,154900,153300,151900,150700,149700,149900,151900,153000,152600,151900,151400,150000,147900,146500,146600,146900,146700,147000,148200,150100,153900,156800,156700,157000,159000,160700,162500,163800,165800,168000,168700,168100,166800,166400,168300,171600,173500,173800,172400,171500,172000,173600,174700,175300,175300,176400,178500,180100,180900,182500,183900,184400,185600,187500,188600,189100,191500,193700,193300,192300,192800,192800,192300,192500,192000,190300,189500,191000,192000,192300,193400,194800
60202,138000,138300,138600,140200,142200,143500,144300,145100,146200,147600,148700,148900,148500,148300,148600,148900,149100,149300,149300,149700,150200,151100,152100,152900,153100,153600,154500,155300,156000,157100,158300,159200,159900,160900,162500,163800,164800,165800,167200,168600,169700,170200,170900,172200,174400,177200,179000,180300,182500,185400,187300,188400,189200,191200,193600,194900,196100,198500,201100,203300,206400,209800,212200,213200,214700,216100,217600,219000,220700,222800,225200,227800,229900,230500,229900,229800,231600,234500,238100,242100,244900,246200,248100,251000,253900,257300,260300,261100,260900,261200,261400,261100,260900,261100,260800,260500,260100,260500,262700,268300,274500,278700,280300,281300,282100,282900,284100,285200,286700,289100,293100,296700,298000,297400,298700,302200,305500,307500,309700,311800,312200,311900,312300,312600,312300,312300,312500,313100,315400,317800,318600,317000,314800,313000,311300,308500,305700,304000,302400,299900,297500,296000,293800,290800,289000,287600,285000,282400,281300,281000,280400,278400,275200,272500,270500,268500,266100,262600,259700,258900,258100,254900,250700,248200,245400,242500,240200,238600,236600,236000,235500,232900,229800,228500,227900,226100,223800,221700,221700,223700,223600,219300,213500,209700,207000,205800,205400,204400,203600,203600,202800,201600,202300,204600,206300,206700,206600,206200,206300,208300,210500,211200,209800,208800,209400,212000,217300,224200,229400,232200,233600,234600,234600,234000,234900,236000,236200,236500,236400,235800,237100,238100,237900,238400,240500,242100,242800,243400,245200,246800,246400,244600,244000,245700,248400,250500,251400,251300,251100,251900,253900,256000,258700,260400,260700,259600,258800,257800,258900,262800,267300,269500,270200,270000,269300,268800,269700,271000
