,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
60646,188200,187700,187900,187900,188100,188500,189200,190300,191700,192900,193500,195300,197300,198700,199500,199600,198800,198900,199000,198400,198300,199300,200700,202500,204600,206600,208800,211400,213700,215800,218700,222000,224500,225900,226800,227700,228700,228800,228300,229000,231200,233900,236400,239200,241800,244300,246900,249000,251000,252800,253900,254900,257600,261600,266000,270500,274800,278200,281300,284300,286300,287600,289400,289800,289600,291300,294600,297800,301000,303700,305500,307600,310200,312200,312900,314300,318100,321800,322800,323400,325700,328800,331700,335300,338300,341100,345500,351000,352600,351500,351300,352700,352900,353100,353200,352800,353300,355800,359800,365500,372300,377700,382100,385100,386500,387800,391300,397200,404200,411300,417200,421400,424400,426100,427000,428300,431400,435000,437200,438800,441600,444000,445600,446500,446300,446000,446500,446400,446400,448000,450400,449500,445100,440900,437300,433800,432300,432400,432100,430500,427000,422600,419300,416200,412400,408400,404400,400200,397600,395900,395400,396000,397300,397800,397700,395500,391300,387200,383400,378400,371500,366300,363700,361100,358000,355600,350000,344600,343500,344400,342200,339600,338600,337000,332400,327600,324300,321800,322800,325300,323900,320700,320700,322300,322100,320200,316900,314800,314900,314800,313600,314600,318400,321500,324000,326300,326700,326900,328800,329600,329200,329800,331200,333300,337700,342700,348000,353800,358700,361000,364200,369100,372500,373800,375400,375100,372300,371000,371500,371600,372200,373400,374200,375000,374900,373000,370500,370000,372500,374800,374100,372600,373500,374800,375000,375000,375600,376000,376600,378100,378300,377000,375700,376300,380000,385400,389600,392400,395600,399200,401000,400300,399200,398800,397600,395400,393600,393000
60445,107300,106700,106500,106500,106500,106800,107100,107300,107800,108300,108400,108300,108200,107700,107100,106900,106900,106900,106900,107100,107300,106900,106500,106600,106600,106800,107100,107300,107400,107100,106900,107000,107200,107300,107600,108000,108600,109000,108800,108700,109300,109800,109800,109700,109800,110000,110100,110400,111100,111500,111900,112400,113000,114000,115300,116300,117000,117600,118300,119000,119800,120500,120800,120800,120800,120900,121400,121800,122200,122900,123800,124700,125200,125300,125300,125100,125400,126500,128200,130000,131600,132900,134400,136200,138000,140200,142900,145100,145800,145300,144100,143500,143600,144100,144900,145500,146100,146700,147800,149900,152000,152900,153500,154100,154800,155600,156700,157900,159700,162200,164700,166200,167300,168900,171100,172700,173600,174300,174400,174300,173900,173300,173300,174400,175900,177600,178800,179500,180600,182200,183300,184000,183800,182600,180700,179100,178300,177900,177600,177600,177300,176000,174000,171700,170200,169300,168500,166600,163800,161300,159200,157400,156000,154800,153200,151600,150100,148400,147600,147300,146900,146200,145900,145900,144100,141300,139600,139200,138700,138400,137300,135700,135100,134500,133000,131200,129600,129200,128600,126800,123900,120900,117700,114900,113300,112600,111800,110600,110000,109400,110100,111900,113500,113800,113900,113200,112100,111600,111900,111200,110500,111500,112400,113000,113700,114400,115400,117300,118300,118800,119000,119200,119800,120500,119800,117600,115400,115600,117900,120600,122100,121400,120000,120200,121200,120800,119400,118900,120500,121700,121300,121200,122000,122700,123400,124300,124900,124800,124600,125500,126800,127900,128100,127400,126700,126600,127200,128000,128800,129400,130600,131700,132400,132900,133700,134100,134200,134200
60452,137400,137100,137000,136900,136800,136400,135800,135600,135800,135800,135700,135600,135300,135000,134400,134000,133700,133400,133000,132500,132100,131700,132000,132500,132600,132600,133000,133600,133900,133900,134300,134900,135000,135300,136200,137300,138000,138400,138300,137600,137200,137500,138300,139100,139900,140600,141000,141300,141900,142500,142900,143500,144400,145600,146500,147300,148300,149400,150100,150800,151200,150900,150500,150600,151100,152000,153200,154000,154500,155100,155700,156400,157200,158200,159400,160900,162200,162900,163300,164600,166600,168400,170400,172800,175600,178900,182200,184400,185000,185200,185000,184100,184000,185500,187500,188700,188900,188500,188500,189700,192300,195400,198800,201800,203700,204100,204100,204300,205600,207000,208700,210900,212400,213700,215300,217400,219700,221600,223100,224700,226800,229600,232100,233200,233500,233600,233700,233400,232000,230700,230500,230700,229600,227900,226600,225800,225000,224200,223500,222900,221800,219400,217000,214300,211600,210000,208600,206500,204300,202600,200900,199600,197500,194500,192100,190700,189100,186700,184300,182700,182400,183000,183000,181800,182800,185900,186400,184600,184200,184000,181400,178300,175800,173300,170100,167700,165800,165100,165700,166500,166200,165200,164300,163300,161900,160300,159600,159100,158200,156700,154700,153000,152600,153000,153900,154800,154500,153100,152600,153500,154400,154300,153900,153400,152600,153000,155800,159200,161900,163800,165000,165200,164900,165000,166200,167300,167000,166100,165600,165500,165600,165900,166200,166300,166100,165700,165400,166100,166800,166900,166600,166200,165600,165800,166500,167000,166700,166400,167300,169500,171900,173300,172400,171300,171500,172600,173200,173300,173600,174200,174600,174800,175800,177200,178700,179800,181300,182600
60827,72900,72700,72000,71600,71600,71700,71800,72000,71800,71800,71900,71500,71100,71000,71000,70900,71100,71300,71700,72100,72300,72500,72900,73300,73400,73700,73900,74400,74800,75200,75200,74900,74900,75200,75600,75900,76300,76700,77100,77500,77800,77800,77900,78600,79500,80100,80300,80300,80400,80700,81100,81500,82000,82300,82500,82900,83700,84400,84800,85000,85300,85800,85900,86000,86400,87200,88400,89500,90400,91000,91400,91700,91600,91200,91300,91400,91000,91000,91900,92700,93200,93700,94400,95300,96100,96900,98300,99800,101200,102200,102300,101700,100900,100500,100500,100600,100800,101200,101400,101600,102100,102500,103000,103900,105200,106400,107800,109300,111500,113800,115200,115700,116000,116100,115700,115900,116700,117700,118700,119900,120500,120600,121100,122100,122800,122800,122800,122800,123300,124600,125800,126000,125800,125300,124500,123700,123200,122900,123500,123900,123700,123100,122400,121100,120100,119400,118500,117300,116600,116500,116400,116100,115700,114700,112900,111000,109400,107700,106100,104200,102000,99700,97500,95600,92500,89000,86400,85300,84900,85300,85400,85100,84800,84600,84200,83600,82800,82100,81800,80600,77000,73200,70900,69600,68300,67100,65500,64300,63600,63500,63600,63200,62600,62100,61600,61700,62200,62800,63300,63600,63800,63500,63000,62800,62900,63200,64500,66200,67000,66800,66000,64900,64300,63800,63200,63500,65400,66300,64500,61800,60400,60100,60400,60400,59900,59500,59700,60700,62800,64800,65100,64800,64500,64500,64700,65300,65800,66000,65400,64400,64200,64300,65400,66300,66000,65200,65300,65600,66700,67800,68700,68600,67200,66300,67200,68600,69800,71000
60091,339000,337000,337100,338000,338400,338400,339000,339900,340700,341800,342800,344200,345800,348300,352100,356700,360100,361600,363800,366500,367900,368100,368500,370500,372300,373100,373900,375800,378200,380900,382500,383400,384600,384900,386400,390900,396500,402000,407800,412200,414600,415900,416400,416400,417700,421700,425500,428700,435200,442800,445700,446500,450500,456300,460000,462000,466700,472400,477100,480500,483400,484800,486600,489900,494900,501200,508500,516600,522800,527400,531000,531500,528000,525700,525100,525100,526100,527000,528800,534100,541700,548900,555400,561800,566500,571000,577100,583200,585300,586000,586900,586800,584000,580400,578800,581200,587000,594100,603300,613600,621200,627000,632500,634500,635700,641000,645700,647400,651100,657800,660300,659600,661400,665000,668700,674100,680300,684900,688900,693100,697500,698500,695800,694000,693800,694000,695100,697000,698100,698500,698900,697900,692500,684500,680500,679900,679800,679900,679900,678000,675400,672400,669400,664100,657400,651100,645300,637500,630700,625100,618900,611300,609700,613700,614600,608800,604300,601900,599200,595400,591800,588500,585500,584600,574300,555800,544100,544900,546500,546300,544600,541000,534900,528400,522100,517100,516100,520100,524000,523400,516800,511500,509300,509200,508000,506500,503600,500700,500200,502000,501300,498600,498600,498200,495900,496200,500100,504900,509600,513900,517400,519200,521100,526800,537800,550200,563600,577700,589700,597500,604600,610000,612300,611000,609600,608900,608400,609600,614200,618300,620700,621200,619800,618000,616900,616300,617500,622000,629700,634600,634900,633100,631500,627100,623100,620500,620400,623100,630800,637900,641200,643300,644300,643000,640800,643600,653400,668800,681200,683600,676000,665700,658000,652100,645400,638900,635300,633700
60601,142700,142800,141200,138200,135600,134400,133800,132500,132500,133700,134400,133900,134600,135200,135000,134700,134400,133600,133200,134000,135600,137400,138500,138900,139400,140600,142300,143300,144500,145900,146900,147200,147400,147600,148900,150200,149600,149200,151800,156600,161600,167300,172000,174800,176100,177800,179700,181700,183000,183300,184500,188400,192100,192300,192700,194900,195900,196800,199300,204600,212400,218400,220000,222400,226400,228400,228200,230800,234600,234700,234100,234700,233500,231900,232400,232000,231500,232100,233500,234300,234700,235000,234600,233700,234100,237400,240900,240700,238500,238300,239500,239500,239500,241300,242200,240700,241000,244100,246500,248600,250000,250400,251100,253200,256600,262600,268500,272100,273900,275400,275000,273600,275100,279700,284600,289300,292500,292200,292200,295700,297000,293300,291500,293300,295200,296900,296500,295500,295800,296500,298000,299400,298500,296500,297100,300600,305300,309300,313600,315700,315400,314700,314100,312500,311900,314700,319500,319100,313700,306500,302700,299300,294800,295000,303300,313200,316100,313400,308700,303800,298300,297400,297900,296100,296000,293600,281800,269400,267800,269000,266000,260100,257700,256800,255300,254100,253200,252600,252600,254900,256200,259800,258700,251000,244700,244100,242800,241600,243200,243200,241400,238400,236800,234900,236900,251600,264100,260500,256500,261600,264200,266200,267900,265700,263400,264000,268900,275100,280700,286500,285500,277200,271400,270500,272300,275400,275000,271400,269000,266400,265400,266000,268300,270500,271000,269300,269500,272900,276200,278600,282700,285900,287900,290600,294000,296900,298000,297000,296500,296900,295900,294600,295300,296200,295900,296200,299500,303700,307400,309800,310400,310200,313100,315200,311800,306100,305300,305900
60466,78900,79400,79400,79100,78700,78600,78700,78700,78800,78900,79000,78900,78600,78700,79300,80100,80800,81300,81800,82300,82800,83200,83600,84200,84700,84700,84300,83800,83500,83200,83200,83300,83500,83600,83500,83500,83300,83100,82800,83000,83400,84000,84500,85100,85500,86000,86200,86500,86900,87400,87600,87900,88400,88700,88900,89100,89400,90000,90700,90800,90700,90900,91600,92300,92800,93200,93600,94000,94100,94500,95600,96600,96800,96300,95900,96100,96400,96700,97300,98100,99100,99800,100200,100700,101500,102800,104200,105100,105200,105400,105200,104500,103700,103500,103700,104300,105500,106700,107500,108500,110200,111700,113100,114400,115500,115700,115100,114600,115000,116100,117200,118100,118300,118400,118600,119200,119900,121000,122400,123800,125000,125900,126200,126000,125800,125900,125800,126000,126200,126400,126900,127400,126800,125700,124700,124300,124200,124900,125600,125900,124900,123400,122900,123600,123200,121700,120500,119600,118700,118000,118000,118200,117100,114600,112000,109600,107300,105600,104300,102600,100900,99000,96900,94400,95900,99100,99100,96000,95400,95200,94800,93800,93100,92100,90700,89400,87700,86600,86700,86700,85000,82900,80900,79500,78200,77100,76100,75000,73000,71100,69600,68800,68400,68600,68700,68700,68300,68300,68800,69700,70600,71500,72400,73600,74600,75100,75500,75900,76500,77100,77700,77900,78000,77300,76500,76400,76500,76300,76200,76300,76600,77200,77300,76800,75800,74900,74500,74600,75100,75300,75500,76300,76200,74800,73700,73600,73300,72500,71700,71100,70800,71300,71600,71800,72000,71800,71600,71500,71500,71600,72500,73900,74900,76200,77700,78200,79100,80500
60642,147100,146400,145800,146300,146500,145900,144800,144800,145500,146400,147700,149400,150900,151700,153200,155600,158300,160000,161400,163300,165300,166500,167400,168600,170600,172600,174000,174900,176100,177400,179200,180800,182100,183400,184500,185400,187300,190800,195400,200700,205200,208500,210700,211900,212600,215000,218700,221300,223400,226700,229500,231800,233900,236100,238900,242500,245500,248100,251700,256000,259100,261100,262600,263900,265700,267500,268700,270800,272700,273400,274600,277500,278900,277900,276500,275700,276400,279200,283000,285000,286700,287200,286800,286300,287100,289600,293900,297300,299400,300900,301300,301100,301600,303000,304000,304400,305500,307400,307800,308200,309300,310900,312300,314200,316400,318400,319700,321700,325100,328800,330800,331800,332100,333200,335100,337800,341200,346000,349500,350800,350500,347700,345300,344000,343500,342600,342800,343500,344300,344300,344300,344100,343700,344400,345800,347500,349400,350900,350900,349400,347900,348100,348400,348600,348000,347300,346300,344600,341200,337600,334700,331700,330900,332400,334000,333500,333200,332400,331100,329900,329100,328400,328700,329500,325300,317800,313200,312600,313100,313800,313400,311400,309100,308300,308300,307300,305500,303800,301200,297500,292600,289000,287400,287900,289300,288500,285700,284900,286400,287500,288100,287900,286500,285000,285600,288100,291100,293400,295500,297300,300000,302400,305800,310000,314900,318700,322300,324700,326400,328200,330300,331200,331400,332800,333900,334500,334900,336300,337500,338700,340400,342200,342800,344100,346200,347300,347900,348600,350100,353800,356700,357100,357100,358000,359000,360300,360800,360400,360100,362700,367800,370900,373400,377000,379200,378800,379700,381100,384300,388900,392500,395400,399300,401100,399100,396500,395300,394900
60426,52700,52900,53200,53200,53200,53500,53800,54100,54400,54900,55100,55200,55100,54900,54600,54600,55000,55300,55500,55600,56000,56200,56700,57200,57600,57700,58200,59200,59700,59900,59700,59400,59500,60000,60300,61100,62600,64100,65100,65200,65100,65400,66300,67200,67500,67300,67300,67500,67800,67700,67900,68900,70300,71400,72400,73100,73400,73700,73900,74000,74300,74600,74700,74900,75200,75500,75700,76200,77000,77600,78100,78700,78900,78900,78500,77800,77700,78000,78300,78700,79100,79600,80400,81200,82000,83300,85600,87400,87300,86500,86300,86200,85700,85300,85200,85600,86000,86200,86000,86300,87100,88000,88600,89200,90300,91600,92600,93000,93500,94600,95000,95000,95400,96100,97200,98700,100200,101200,102300,103300,104000,104100,104400,104600,104600,104500,104800,105000,105500,106500,107400,108300,109000,108600,108400,109500,111100,111700,111900,111800,111400,110800,109900,108400,106700,105500,104400,102900,101700,100700,99500,97900,97400,97700,97600,96300,94400,92900,91900,90600,88900,87700,86800,85400,83300,80900,78500,76600,75800,76100,75800,74800,73600,72000,69500,67900,67300,66500,65600,65400,64900,63900,63000,62000,61200,60500,59700,59200,58100,57200,56700,56000,54900,53900,52900,53100,53700,53800,54300,55400,55300,54600,54300,54400,54300,54000,53900,53800,53600,54000,54100,53200,52700,52500,52300,52100,52300,52400,52200,51200,50300,50300,50400,49700,49000,48700,48900,49600,51600,53700,54700,54900,55600,56100,56100,56700,57900,58500,58200,57700,57500,57100,57200,57600,57500,57400,58300,58800,59000,59300,59600,59200,58200,57100,57100,57800,58200,58000
60467,208800,208500,208800,208700,208200,207900,207800,208000,208900,210400,211300,211300,212200,213900,215300,216200,216700,216700,217200,217900,217300,216400,215300,214500,214000,213900,213900,215300,216800,217500,218300,219400,220400,221500,223300,226000,228900,230700,229600,227900,228800,231400,233300,234400,234900,235600,236600,236900,237600,238500,238900,238500,237600,237200,237600,238600,240100,242100,244300,246600,248600,249700,250300,251000,252400,254700,257100,259100,260900,262500,263500,264700,265400,264200,263400,264100,265400,267200,270700,274700,278000,280700,284000,286900,288400,293500,302800,309800,313900,315000,311300,306900,306100,306700,308200,310400,311900,311500,311200,313700,316400,318300,321100,325100,328300,329300,328100,328000,331500,336000,338600,339600,340000,341800,345200,347900,349400,351700,354600,356900,358200,359500,360500,361800,363500,363400,362400,363100,363900,363900,364700,365200,364100,363000,362800,362600,361500,360300,358900,357500,356200,355900,355700,355900,355000,351800,347700,344300,342400,341800,341000,339100,335600,331600,328100,324100,319300,315700,312500,309200,306500,304800,305000,306700,308300,309500,310400,310000,308500,306800,306000,305000,303100,302700,302500,299300,296500,295700,292900,288000,285300,285100,285200,285000,285500,285600,284300,281800,278900,276500,275300,274800,276100,278200,277800,276000,273700,271100,270400,271800,273100,273700,274200,274800,275200,275600,278700,282900,286200,286600,285300,283400,282500,282300,283300,284500,284300,282900,283100,284500,286000,286800,285800,285600,287400,286600,284500,287300,292800,296800,298000,298700,299300,299100,298200,299000,300200,300800,300800,301900,304800,307900,307100,304600,303400,305500,308700,311000,311600,312800,315600,318000,317500,315000,313300,312800,312900,312900
60706,161100,164100,166400,167900,168900,169700,170900,172500,173900,175200,176300,176800,177300,177300,176300,174900,174500,175500,176100,176100,176500,177900,179800,180900,180900,180800,181100,182100,183200,184500,186600,188700,188900,188700,189300,189900,190500,192000,193500,194200,195600,197200,198800,199800,201100,203100,205400,207200,210000,213500,216600,219000,220700,221600,223300,226200,228900,231300,233600,235500,236400,236900,237500,238800,241000,243100,244700,245600,245700,245700,246500,248400,250300,251800,253900,256300,258000,260700,263500,265700,268200,271200,273900,277200,279800,282300,286200,289900,291900,292700,292700,293600,296800,300600,303600,305000,305300,305800,308400,313700,319600,323600,326500,328900,331600,334600,337700,341200,346500,352500,357100,360000,362500,364600,366500,369600,372500,373900,375500,379300,383400,385500,385300,385300,385900,386300,386100,384700,383000,382100,380200,374600,368800,365100,361400,355600,349800,345800,343700,341900,340200,338600,335600,331200,326400,321300,315900,311800,308700,305500,300900,295300,290700,287500,285500,282500,278500,273700,269000,263600,258700,255600,254200,254400,250600,243400,237900,237000,237300,237900,236800,235600,234400,233600,232400,230500,229300,230700,232100,230300,224500,218200,213400,210400,207900,205200,202000,200000,199800,199900,199300,199300,200400,200800,200400,199300,198400,197800,198500,199200,199600,198500,198100,198700,200000,202600,208300,214300,218100,220700,223300,224900,225300,225100,224900,226700,230500,234000,236300,240100,244500,248000,249600,250300,250200,250700,250600,251100,253700,257300,258300,256500,254600,254300,254900,255400,256600,258200,259000,258300,258600,259700,261600,262000,261500,260600,259900,259000,260200,263000,264700,264300,263500,263000,263600,265300,267600,269600
60459,125300,126200,126700,126600,126400,126600,126900,126800,126500,126200,125900,125900,125800,125400,124700,124200,124000,124100,124300,124700,125000,125300,125800,126000,126100,126200,126200,126500,126500,126600,127400,128500,129000,129200,129800,130400,130700,130800,130700,130300,130000,130000,130200,130600,131600,133200,134500,135300,135800,136000,136000,136000,136300,136800,137400,137900,138200,138600,139400,140300,141300,142300,142800,142800,142800,143400,145100,146900,148200,149800,151600,153100,154100,154900,155500,156100,157600,159900,162300,164800,167300,169100,170200,171700,173600,177400,182900,188400,192900,194800,193400,191400,190000,189100,189400,190600,191500,192600,196000,201200,205600,208100,210400,213300,216700,220100,223100,225400,227100,228000,228000,227800,228100,229600,231600,232500,233500,235600,237400,239000,241700,243700,243600,242600,242100,243100,245500,248600,250300,250900,251100,251500,251200,249100,246100,243100,240600,238100,236000,234300,231900,228500,225900,223300,220500,218900,217500,214400,210700,207800,205300,203400,201200,197900,194600,192200,189500,186600,184600,183800,183600,183800,183100,181100,180700,182600,182300,179500,177500,176400,174700,173500,172800,172000,170200,167600,165200,163500,162200,160700,159200,157900,156300,154500,152500,149300,146400,144200,142500,140900,139900,139500,140100,140900,141800,141900,140300,138400,137900,139000,139400,139000,139500,141100,142200,143000,144400,146000,147300,148300,149300,150200,151200,153100,154700,154600,153200,152000,150500,150000,152000,155200,156800,157300,157800,157800,157500,159000,160500,161000,161700,162800,163200,164000,165100,166900,167500,166700,166000,167200,169100,170600,171800,172200,172000,172300,173900,175000,175600,176300,177100,177300,177700,178500,179900,181200,182300,183000
60053,176400,177300,177400,177100,177000,177100,177800,178800,179800,181500,183400,184400,183500,181900,181500,182700,183900,184200,183500,182700,182500,182500,182400,181900,182000,182800,183400,183200,182600,182400,183500,184700,185300,186300,188200,190600,193100,195600,197800,200300,202300,203400,204400,206100,208200,210900,212900,214500,217300,220500,221800,221900,222700,224000,226100,229200,232200,234000,235800,237800,239300,239600,239600,240600,242800,245600,248000,250200,252400,255000,257500,260100,261300,262100,264100,267000,269600,272600,275300,277600,279600,282000,285300,289000,291400,295100,299700,302300,303800,305000,304800,304500,304500,303400,303000,303900,305900,308300,312200,317100,321800,325400,329300,332900,336300,338400,339900,343000,347600,352000,355900,359400,362500,365900,369000,371600,373900,377300,379800,379700,379700,380600,381600,382600,383200,382300,381400,380700,380000,380100,379400,376400,371600,366800,362500,358500,356400,356300,355600,353200,350300,347500,344900,341100,336600,331600,326200,321500,317600,313100,308500,304000,300300,297300,294400,290500,287000,283500,280200,276600,273000,270600,270000,270300,270600,269300,266600,264800,264200,262400,258400,254700,251300,248200,245600,243900,241200,238800,237400,236800,235500,234500,233200,230700,227000,223900,220500,216600,213600,212000,211400,211600,212300,213000,214000,214900,215200,214400,213800,214200,215300,217000,219100,221300,223300,226300,230500,235000,239800,244100,246600,247300,247700,248300,249800,251100,252100,252400,252500,253700,256000,258200,260100,262300,262700,261300,259800,259500,259800,261100,262500,263400,264300,265600,266900,268300,269600,270300,270900,272400,274100,274100,275900,278500,279000,278000,279000,281000,284200,286800,287500,286600,287000,288600,289200,288900,290500,292500
60406,84300,84100,83500,83300,83400,83400,83300,83300,83900,85000,85700,86000,85900,85900,86200,86900,87600,88100,88500,88700,88600,88500,88300,87800,87200,87000,87300,87900,88500,88900,89300,89400,89100,89100,89500,90200,90800,91200,91100,90900,90800,91300,92500,93900,95400,96400,97400,98300,99000,99500,100200,100300,99800,99300,99100,99200,99400,99300,99700,100100,101300,102900,104200,104600,105200,105700,106100,105900,105800,106400,107300,108100,108600,109000,109500,110000,110500,111000,111600,112500,114100,116200,117900,119000,120000,121600,123200,125200,127200,128400,128100,127300,126600,126100,125500,124900,124300,123700,123600,124700,126600,128800,131000,133600,136200,138000,139300,140700,142700,145400,147500,148100,147900,147900,148600,149600,150100,150400,151000,151900,152800,153200,153800,154900,155600,155600,156400,157700,158200,158700,160100,161300,160400,158600,157300,156700,156800,157400,158300,159300,159500,158800,158300,158400,158400,157900,156900,154900,153400,152600,151000,148200,145400,142500,139400,136600,133700,130700,128100,126000,124800,124200,123700,121800,121200,122600,122700,120400,119100,118600,117500,116000,115400,116300,116000,114300,113100,112000,110100,107500,104800,103000,102300,101900,99300,95200,93100,94000,94200,92900,92900,94400,95800,95400,93600,92000,91100,89800,88200,87100,85500,84300,83900,84600,85900,88200,90300,92000,93600,95000,94900,93600,93700,95400,95900,95100,95000,95600,96400,96200,95000,93700,93400,93500,93000,92000,91500,92300,93500,94100,94100,94900,96400,97100,96200,95900,95900,95000,94100,93700,92900,92000,94500,97900,99700,100400,102400,104200,106100,107300,108300,109500,110500,110600,109200,107400,107500,108700
60803,120900,120500,119900,119400,119400,119500,119700,119800,119800,120000,120400,120700,120900,121100,121100,121100,120900,120600,120300,120000,119400,119100,119100,119100,118900,118600,118600,118800,119200,119700,120300,120700,120900,121100,121400,121900,122300,122700,122800,123000,123400,124100,124600,125300,126000,126700,127300,127900,128400,128700,128900,129400,130100,130600,130700,130700,131200,131800,132500,133400,134200,134900,135600,136200,136400,136900,137600,138500,139700,141200,142600,143100,143300,143400,143500,143800,144400,145400,146600,148100,149600,151000,152100,153500,155200,158000,161400,164000,165200,165300,165100,164900,165300,165700,166500,167400,168200,168500,168900,169600,170900,172600,174000,175200,176700,178900,181000,183100,185500,188200,190100,191900,193700,196300,200400,204600,206900,207800,207900,208200,208600,208500,208600,209800,211200,211700,211400,210300,210400,211200,211800,211900,212600,213000,212300,210600,208700,207400,206600,206000,205600,204600,203200,200800,198400,196400,195400,194200,192600,189800,186200,182800,179700,176700,173800,171700,169800,167900,165700,163900,162700,162100,161500,161800,160600,158400,156500,155300,153900,153500,153400,152800,151900,151200,150600,148600,145900,144200,143500,142200,140000,137500,135700,134500,133100,131600,130100,128500,127700,127000,126800,127300,127400,125900,123600,121500,120100,119600,120100,121100,122100,123200,124000,124200,124900,126600,128100,129700,131300,132300,132400,132300,132200,132400,132600,133100,133500,133600,133400,133300,134000,134600,134800,135800,137500,138200,137700,137500,138800,140800,142500,143900,144400,143700,142400,141400,141400,141300,141200,141600,142400,143100,144800,146100,146500,146500,147000,147500,148700,149900,151100,151600,151600,151800,152200,152500,153100,153900
60487,174800,177200,178800,179200,179300,180000,180300,180300,180000,178800,177600,176800,176100,175700,175600,175500,175500,176100,177100,177300,177000,177700,178900,179500,179500,179100,179100,179300,179100,178700,178500,178100,178300,179300,181000,182900,184200,184300,183800,183700,184900,186600,187900,189200,190500,192100,193800,194900,196000,196400,195900,195200,195300,195800,197000,198700,200900,202800,204100,205000,206200,207000,206800,206400,206600,207200,208600,210800,212300,213300,214700,216300,217100,217100,217000,217700,218800,221000,224200,227700,230700,233200,235200,237100,238500,242600,249600,255500,258000,256900,253000,249400,247600,247100,247900,249700,252200,253700,253900,255100,257500,260800,264300,267000,268700,269900,270400,270700,271500,272300,274200,277000,279200,280100,281300,283100,285600,288300,290600,292200,293200,295100,298100,300600,302300,303600,304100,304000,303700,303300,303100,302000,300700,300000,299800,299200,298800,299100,299700,300000,300400,300300,299500,298100,296700,294400,291500,288100,285300,283300,280900,277500,274000,270700,266700,262800,259800,256900,253500,250600,248800,248200,248700,249700,249100,247500,245900,244700,243400,241200,238600,236800,235100,233900,232800,230700,228400,227700,228600,228500,227600,228000,227900,226000,224100,222400,220600,220200,220100,219600,219500,220500,221800,222600,222900,223000,222700,221200,219500,219000,219500,219600,219000,219100,219700,220300,221300,222600,223800,224200,223500,222800,222600,222300,222900,224400,225400,225400,225700,227100,228500,229600,230400,230300,230200,231200,231700,231800,232500,233700,235400,237000,238000,238500,239500,241000,241900,242100,242700,243900,244900,244700,245200,245700,245800,245800,246400,246400,247200,248600,248600,247000,246600,247300,246800,245400,245000,245100
